ID,treatment,temp,block,date.hatch,date.died,timepoint.died,sacrifice,suc.ovp,date.3,bin,date.ovp,time.ovp,num.ovp,wasp.gen,date.4,timepoint.4,date.5,timepoint.5,date.wander,timepoint.wander,mass.wander,date.em,timepoint.em,instar.em,bled.em,num.em,num.coc,num.fail.spin,num.unem,load,time.T0,mass.T0,diet.cat.in.T0,diet.cont.in.T0,date.T1,time.T1,mass.T1,frass.T1,fed.T1,diet.cat.out.T0,diet.cont.out.T0,sacrifice.T1,diet.cat.in.T1,diet.cont.inT1,date.T2,time.T2,mass.T2,fed.T2,frass.T2,diet.cat.out.T1,diet.cont.out.T1,sacrifice.T2,diet.cat.in.T2,diet.cont.in.T2,date.T3,time.T3,mass.T3,frass.T3,fed.T3,diet.cat.out.T2,diet.cont.out.T2,sacrifice.T3,diet.cat.in.T3,diet.cont.in.T3,date.T4,time.T4,mass.T4,frass.T4,fed.T4,diet.cat.out.T3,diet.cont.out.T3,sacrifice.T4,diet.cat.in.T4,diet.cont.in.T4,date.T5,time.T5,mass.T5,frass.T5,fed.T5,diet.cat.out.T4,diet.cont.out.T4,sacrifice.T5,diet.cat.in.T5,diet.cont.in.T5,date.T6,time.T6,mass.T6,frass.T6,fed.T6,diet.cat.out.T5,diet.cont.out.T5,sacrifice.T6,diet.cat.in.T6,diet.cont.in.T6,date.T7,time.T7,mass.T7,frass.T7,fed.T7,diet.cat.out.T6,diet.cont.out.T6,sacrifice.T7,diet.cat.in.T7,diet.cont.in.T7,date.T8,time.T8,mass.T8,frass.T8,fed.T8,diet.cat.out.T7,diet.cont.out.T7,sacrifice.T8,diet.cat.in.T8,diet.cont.in.T8,date.T9,time.T9,mass.T9,frass.T9,fed.T9,diet.cat.out.T8,diet.cont.out.T8,sacrifice.T9,diet.cat.in.T9,diet.cont.in.T9,date.T10,time.T10,mass.T10,frass.T10,fed.T10,diet.cat.out.T9,diet.cont.out.T9,sacrifice.T10,diet.cat.in.T10,diet.cont.in.T10,date.T11,time.T11,mass.T11,frass.T11,fed.T11,diet.cat.out.T10,diet.cont.out.T10,sacrifice.T11,diet.cat.in.T11,diet.cont.in.T11,date.T12,time.T12,mass.T12,frass.T12,fed.T12,diet.cat.out.T11,diet.cont.out.T11,sacrifice.T12,diet.cat.in.T12,diet.cont.in.T12,date.T13,time.T13,mass.T13,frass.T13,fed.T13,diet.cat.out.T12,diet.cont.out.T12,sacrifice.T13,diet.cat.in.T13,diet.cont.in.T13,date.T14,time.T14,mass.T14,frass.T14,fed.T14,diet.cat.out.T13,diet.cont.out.T13,sacrifice.T14,diet.cat.in.T14,diet.cont.in.T14,date.T15,time.T15,mass.T15,frass.T15,fed.T15,diet.cat.out.T14,diet.cont.out.T14,sacrifice.T15,diet.cat.in.T15,diet.cont.in.T15,date.T16,time.T16,mass.T16,frass.T16,fed.T16,diet.cat.out.T15,diet.cont.out.T15,sacrifice.T16,diet.cat.in.T16,diet.cont.in.T16,date.T17,time.T17,mass.T17,frass.T17,fed.T17,diet.cat.out.T16,diet.cont.out.T16,sacrifice.T17,diet.cat.in.T17,diet.cont.in.T17,date.T18,time.T18,mass.T18,frass.T18,fed.T18,diet.cat.out.T17,diet.cont.out.T17,sacrifice.T18,diet.cat.in.T18,diet.cont.in.T18,date.T19,time.T19,mass.T19,frass.T19,fed.T19,diet.cat.out.T18,diet.cont.out.T18,sacrifice.T19,diet.cat.in.T19,diet.cont.in.T19,date.T20,time.T20,mass.T20,frass.T20,fed.T20,diet.cat.out.T19,diet.cont.out.T19,sacrifice.T20,diet.cat.in.T20,diet.cont.in.T20,date.T21,time.T21,mass.T21,frass.T21,fed.T21,diet.cat.out.T20,diet.cont.out.T20,sacrifice.T21,diet.cat.in.T21,diet.cont.in.T21,date.T22,time.T22,mass.T22,frass.T22,fed.T22,diet.cat.out.T21,diet.cont.out.T21,sacrifice.T22,diet.cat.in.T22,diet.cont.in.T22,date.T23,time.T23,mass.T23,frass.T23,fed.T23,diet.cat.out.T22,diet.cont.out.T22,sacrifice.T23,diet.cat.in.T23,diet.cont.in.T23,date.T24,time.T24,mass.T24,frass.T24,fed.T24,diet.cat.out.T23,diet.cont.out.T23,sacrifice.T24,diet.cat.in.T24,diet.cont.in.T24,date.T25,time.T25,mass.T25,frass.T25,fed.T25,diet.cat.out.T24,diet.cont.out.T24,sacrifice.T25,diet.cat.in.T25,diet.cont.in.T25,date.T26,time.T26,mass.T26,frass.T26,fed. T26,diet.cat.out.T25,diet.cont.out.T25,sacrifice.T26,diet.cat.in.T26,diet.cont.in.T26,date.T27,time.T27,mass.T27,frass.T27,fed.T27,diet.cat.out.T26,diet.cont.out.T26,sacrifice.T27,diet.cat.in.T27,diet.cont.in.T27,date.T28,time.T28,mass.T28,frass.T28,fed.T28,diet.cat.out.T27,diet.cont.out.T27,sacrifice.T28,diet.cat.in.T28,diet.cont.inT28,date.T29,time.T29,mass.T29,frass.T29,fed.T29,diet.cat.out.T28,diet cont.out.T28,sacrifice.T29,diet.cat.in.T29,diet.cont.in.T29,date.T30,time.T30,mass.T30,frass.T30,fed.T30,diet.cat.out.T29,diet.cont.out.T29,sacrifice.T30,diet.cat.in.T30,diet.cont.in.T30,date.T31,time.T31,mass.T31,frass.T31,fed.T31,diet.cat.out.T30,diet.cont.out.T30,sacrifice.T31,diet.cat.in.T31,diet.cont.in.T31,date.T32,time.T32,mass.T32,frass.T32,fed.T32,diet.cat.out.T31,diet.cont.out.T31,sacrifice.T32,diet.cat.in.T32,diet.cont.in.T32,date.T33,time.T33,mass.T33,frass.T33,fed.T33,diet.cat.out.T32,diet.cont.out.T32,sacrifice.T33,diet.cat.in.T33,diet.cont.in.T33,date.T34,time.T34,mass.T34,frass.T34,fed.T34,diet.cat.out.T34,diet.cont.out.T34,sacrifice.T34,diet.cat.in.T34,diet.cont.in.T34,date.T35,time.T35,mass.T35,frass.T35,fed.T35,diet.cat.out.T34,diet.cont.out.T34,sacfifice.T35,diet.cat.in.T35,diet.cont.in.T35,date.T36,time.T36,mass.T36,frass.T36,fed.T36,diet.cat.out.T35,diet.cont.out.T35,sacrifice.T36,diet.cat.in.T36,diet.cont.in.T36,date.T37,time.T37,mass.T37,frass.T37,fed.T37,diet.cat.out.T36,diet.cont.out.T36,sacrifice.T37,diet.cat.in.T37,diet.cont.in.T37,date.T38,time.T38,diet.cont.out.T37,comments
11,para,30,B,10/31/16,,,0,1,11/3/16,1,11/3/16,8:29,1,1,11/5/16,T5,11/8/16,T11,,,,11/13/16,T16,5,0,74,64,10,68,142,9:31,62.85,2809.44,2843.34,11/3/2016,3:42,72.95,5.1,1,2700.25,2777.37,0,1303.09,2198.74,11/4/16,9:22,135.25,1,17.29,1060.13,2034.25,0,1076.26,1486.08,11/4/16,3:13,162.1,8.91,1,948.88,1412.31,0,1138.49,1072.52,11/5/16,6:53,190.51,23,1,918.35,951.16,0,793.39,967.53,11/5/2016,3:52,190.21,0,0,667.05,853.9,0,682.72,560.24,11/6/16,8:42,422.13,50.48,1,203.24,393.28,0,1909.31,1861.16,11/6/16,2:53,531.08,33.63,1,1627.87,1774.73,0,3213.93,3564.05,11/7/16,8:58,815.06,95.67,1,2500.05,3294.02,0,1810.45,1832.3,11/7/16,2:28,955.29,35.05,1,1495.93,1712.45,0,2827.23,2165.5,11/8/16,8:50,955.61,40.32,1,2299.11,1783.44,0,1755.1,2711.88,11/8/16,2:48,913.31,0,0,1614.21,2565.14,0,6927.99,3934.07,11/9/16,8:31,1303.12,1142.99,1,5841.06,3599.31,0,6209.09,9292.98,11/10/16,8:09,2410.68,228.51,1,4308.01,8820.63,0,7799.29,9500.04,11/11/16,8:18,3999.19,452.86,1,5226.52,9039.98,0,10311.13,7995.77,11/12/16,8:30,4811.87,771.15,1,7618.38,7523.74,0,8276.85,6112.05,11/13/16,,,,,,5635.8,,,9097.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,para,30,B,10/31/16,,,1,,11/3/16,1,11/3/16,8:27,1,1,,,,,,,,,,,,0,,,,0,9:33,45.12,2139.9,2843.34,11/3/2016,3:35,61.2,6.84,1,2034.12,2777.37,0,1286.9,2198.74,11/4/16,9:16,101.51,1,15.83,1072.62,2034.25,1,,1486.08,11/4/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,para,30,B,10/31/16,,,0,1,11/4/16,2,11/4/16,8:22,1,1,11/6/16,T5,11/9/16,T11,,,,11/15/16,T17,5,0,16,11,5,196,212,8:59,50.91,1049.37,1723.17,11/4/2016,3:45,76.63,7.43,1,959.28,1673.18,0,869.04,836.52,11/5/16,7:11,135.1,1,20.16,715.36,777.89,0,536.25,413.87,11/5,4:16,195.73,23.82,1,365.87,349.61,0,943.88,961.39,11/6/16,9:22,207.21,9.65,1,746.64,810.23,0,722.35,932.45,11/6/2016,3:27,191.7,0,0,670.99,873.37,0,2542.35,1501.45,11/7,8:27,384.16,50.08,1,2085.23,1359.73,0,2073.84,2122.92,11/7/16,3:01,573.82,31.55,1,1679.98,1978.85,0,2060.87,1776.02,11/8/16,8:57,1023.28,121.17,1,1059.92,1897.26,0,1213.65,1226.62,11/8/16,3:11,1217.23,38.93,1,823.31,1078.42,0,2640.8,2453.47,11/9,8:41,1206.48,57.02,1,2343.91,2230.12,0,5070.26,5453.35,11/9/16,2:44,1198.25,0,0,4923.53,5296.33,0,7788.32,4456.77,11/10/16,8:41,2016.03,168.98,1,6410.34,4182.16,0,9313.26,5813.89,11/11/16,8:41,3430.69,418.18,1,6884.65,5256.8,0,8166.77,5969.87,11/12/16,8:41,4716.11,672.93,1,5540.33,5397.62,0,9586.85,5503.85,11/13/16,8:25,5291.66,1043.58,1,6842.79,4599.82,0,9470.05,5891.17,11/14/16,8:25,5477.43,579.97,1,7853.5,5271.56,0,6505.22,7856.99,11/15/16,8:25,,,,,7098.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,control,30,C,11/2/16,,,0,,11/5/16,3,,,,1,11/7/2016,T4,11/10/16,T11,11/15/16,T16,9377.85,,,,,0,,,,0,7:22,50.05,361.59,433.79,11/5/2016,3:21,71.11,7.7,1,259.32,360.1,0,977.32,989.9,11/6/16,9:54,210.17,1,151.78,507.54,818.81,0,810.83,417.53,11/6/2016,2:45,232.64,37.77,1,668.23,329.85,0,2274.9,1110.96,11/7/2016,9:05,224.11,0.31,1,1989.78,882.36,0,1394.84,979.59,11/7/16,3:23,315.02,16.81,1,1152.85,869.68,0,1104.75,807.14,11/8/16,9:22,730.94,108.89,1,225.54,507.52,0,860.43,559.03,11/8/16,3:22,884.5,41.5,1,524.59,436.05,0,1191.67,1048.24,11/9/16,9:09,1353.04,146.46,1,330.1,826.62,0,2713.75,2124.34,11/9/16,3:04,1386.94,61.24,1,2492.26,2022.43,0,4147.04,3266.22,11/10/16,8:47,1365.54,0,0,3920.12,3038.3,0,5846.78,3123.5,11/10/16,2:40,1347.71,3.15,1,5677.75,3018.36,0,4707.71,3500.26,11/11/16,9:09,2210.96,239.23,1,3215.22,3221.24,0,8173.51,11181.85,11/12/16,9:12,4353.77,747.83,1,4596.77,10682.63,0,8922.34,9429.86,11/13/16,8:52,7449.35,2109.83,1,3158.76,8988.15,0,9294.52,8352.7,11/14/16,8:23,10662.52,3304.31,1,1575.18,7795.81,0,11650.02,10.0103,11/15/16,8:30,9377.85,,,,9512.33,,,7660.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,control,30,C,11/2/16,,,0,,11/5/16,3,,,,1,11/7/2016,T4,11/10/16,T11,11/14/16,T15,9856.01,,,,,0,,,,0,7:24,52.88,588.73,433.79,11/5/2016,3:15,71.75,3.95,1,474.41,360.1,0,884.63,989.9,11/6/16,9:26,206.14,1,72.63,488.32,818.81,0,944.91,417.53,11/6/2016,3:17,215.35,8.53,1,830.96,329.85,0,3216.16,1110.96,11/7/16,9:12,195.99,0.72,1,2899.94,882.36,0,1613.29,979.59,11/7/16,3:21,243.06,3.61,1,1413.1,869.68,0,860.45,807.14,11/8/16,9:24,417.29,47.25,1,267.89,507.52,0,725.54,559.03,11/8/16,3:18,515.09,33.35,1,442.15,436.05,0,1557.63,1048.24,11/9/16,9:05,1101.5,159.08,1,510.57,826.62,0,2011.91,2124.34,11/9/16,3:14,1252.73,49.98,1,1698.84,2022.43,0,3088.03,3266.22,11/10/16,8:50,1211.5,32.59,1,2858.26,3038.3,0,2259.94,3123.5,11/10/16,2:29,1167.8,0,0,2165.59,3018.36,0,4962.82,3500.26,11/11/16,8:57,2773.56,374.44,1,2505.14,3221.24,0,9891.03,11181.85,11/12/16,9:39,6549.79,2477.71,1,2692.28,10682.63,0,9016.38,9429.86,11/13/16,8:37,9574.34,3810.62,1,1026.86,8988.15,0,9966.18,8352.7,11/14/16,8:46,9856.01,,,,7795.81,,,10.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,control,30,C,11/2/16,,,0,,11/5/16,3,,,,1,11/7/2016,T4,11/10/16,T11,11/15/16,T16,9034.14,,,,,0,,,,0,7:26,54.57,484.53,433.79,11/5/2016,3:08,76.89,5.82,1,369.25,360.1,0,956.1,989.9,11/6/16,9:33,233.33,1,57.65,560.57,818.81,0,887.42,417.53,11/6/2016,3:05,253.07,20.36,1,732.28,329.85,0,3283.84,1110.96,11/7/16,9:23,253.07,0,0,3003.67,882.36,0,1388.14,979.59,11/7/16,3:31,321.3,19.97,1,1160.16,869.68,0,1027.73,807.14,11/8/16,9:16,576.13,60.21,1,369.91,507.52,0,1042.88,559.03,11/8/16,3:27,549.63,12.26,1,915.93,436.05,0,1215.71,1048.24,11/9/16,9:17,1109.59,179.21,1,193.87,826.62,0,1728.86,2124.34,11/9/16,2:59,1077.12,17.86,1,1630.25,2022.43,0,4643.18,3266.22,11/10/16,8:52,1067.33,15.88,1,4355.57,3038.3,0,2692.19,3123.5,11/10/16,2:35,1059.56,0,0,2562.5,3018.36,0,5195.54,3500.26,11/11/16,9:05,1103.72,0,0,4837.55,3221.24,0,3950.96,11181.85,11/12/16,9:20,3273.84,469.3,1,834.16,10682.63,0,9331.12,9429.86,11/13/16,8:41,6765.86,2166.95,1,2830.55,8988.15,0,8824.72,8352.7,11/14/16,8:32,9081.5,2553.16,1,2790.05,7795.81,0,10547.5,10.0103,11/15/16,8:33,9034.14,,,,9512.33,,,7660.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,control,30,C,11/2/16,,,0,,11/5/16,3,,,,1,11/7/2016,T4,11/10/16,T11,11/14/16,T15,11300.82,,,,,0,,,,0,7:28,57.61,485.42,433.79,11/5/2016,3:30,81.68,5.3,1,360.72,360.1,0,948.75,989.9,11/6/16,9:48,238.87,1,118.66,461.45,818.81,0,894.09,417.53,11/6/2016,2:56,232.57,12.02,1,801.87,329.85,0,2841.23,1110.96,11/7/16,9:16,215.49,0,0,2570.6,882.36,0,1297.71,979.59,11/7/16,3:18,291.49,11.44,1,1066.96,869.68,0,1068.14,807.14,11/8/16,9:28,454.14,45.46,1,430.06,507.52,0,717.22,559.03,11/8/16,3:15,623.31,44.67,1,378.84,436.05,0,1576.17,1048.24,11/9/16,9:13,1218.77,201.09,1,488.35,826.62,0,2171.65,2124.34,11/9/16,3:08,1313.76,60.9,1,1879.11,2022.43,0,2872.33,3266.22,11/10/16,8:55,1286.87,6.14,1,2665.25,3038.3,0,2985.33,3123.5,11/10/16,2:32,1371.98,0,0,2748.37,3018.36,0,4274.38,3500.26,11/11/16,8:53,3220.03,375.17,1,1579.25,3221.24,0,6964.43,11181.85,11/12/16,9:45,7405.04,1994.84,1,0,10682.63,0,8718.92,9429.86,11/13/16,8:28,10465.46,3312.53,1,1354.1,8988.15,0,10663.78,8352.7,11/14/16,8:50,11300.82,,,,7795.81,,,10.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ran out of food at T13 on 11/12
18,control,30,C,11/2/16,,,0,,11/5/16,3,,,,1,11/7/16,T4,11/10/16,T11,11/14/16,T15,9674.91,,,,,0,,,,0,7:29,58.38,594.36,433.79,11/5/2016,4:01,83.04,7.24,1,459.72,360.1,0,933.84,989.9,11/6/16,9:36,185.97,1,37.14,627.41,818.81,0,745.02,417.53,11/6/2016,2:59,213.4,11.91,1,609.6,329.85,0,3078.09,1110.96,11/7/16,9:15,215.76,0.98,1,2769.82,882.36,0,860.12,979.59,11/7/16,3:40,273.57,5.27,1,661.04,869.68,0,1237.67,807.14,11/8/16,9:10,513.35,69.41,1,570.51,507.52,0,809.73,559.03,11/8/16,3:28,688.5,34.27,1,448.81,436.05,0,2288.49,1048.24,11/9/16,8:57,1287.22,178.2,1,1254.95,826.62,0,3051.11,2124.34,11/9/16,2:54,1288.15,52.75,1,2840.57,2022.43,0,4453.69,3266.22,11/10/16,9:02,1269.1,3.53,1,4195.82,3038.3,0,1586.85,3123.5,11/10/16,2:05,1239.9,0,0,1510.41,3018.36,0,5495.17,3500.26,11/11/16,9:03,2297.23,213.4,1,3589.54,3221.24,0,5089.28,11181.85,11/12/16,9:33,5246.96,1324.65,1,212.35,10682.63,0,8774.41,9429.86,11/13/16,8:43,8559.46,1879,1,2639.83,8988.15,0,11065.45,8352.7,11/14/16,8:45,9674.91,,,,7795.81,,,10.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,control,30,C,11/2/16,,,0,,11/5/16,3,,,,1,11/8/16,T6,11/11/16,T12,11/15/16,T16,9681.83,,,,,0,,,,0,7:31,32.82,336.53,433.79,11/5/2016,3:27,32.24,0,0,258.89,360.1,0,849.75,989.9,11/6/16,9:51,99.02,1,19.66,587.41,818.81,0,865.62,417.53,11/6/2016,2:54,132.58,10.3,1,717.69,329.85,0,2213.79,1110.96,11/7/16,9:05,215.78,31.46,1,1818.61,882.36,0,1005.67,979.59,11/7/16,3:50,219.89,4.73,1,873.42,869.68,0,1010.88,807.14,11/8/16,9:09,223.61,4.78,1,627.85,507.52,0,985.72,559.03,11/8/16,3:32,288.53,11.65,1,764.54,436.05,0,1627.31,1048.24,11/9/16,9:05,713.14,109.01,1,781.64,826.62,0,2713.91,2124.34,11/9/16,2:49,979.46,70.8,1,2213.32,2022.43,0,4271.6,3266.22,11/10/16,9:04,1621.42,425.48,1,2914.23,3038.3,0,4107.82,3123.5,11/10/16,2:15,1516.43,118.68,1,3954.35,3018.36,0,3021.89,3500.26,11/11/16,9:08,1443.95,0,0,2759.66,3221.24,0,8795.05,11181.85,11/12/16,8:55,3699.52,1021.72,1,4853.11,10682.63,0,6017.07,9429.86,11/13/16,8:45,6811.27,2189.58,1,0,8988.15,0,8088.56,8352.7,11/14/16,8:38,9309.46,3406.88,1,1337.41,7795.81,0,11868.88,10.0103,11/15/16,8:34,9681.83,,,,9512.33,,,7660.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ran out of food on 11/13, T14"
20,control,30,C,11/2/16,,,0,,11/5/16,3,,,,1,11/7/16,T4,11/10/16,T11,11/14/16,T15,10291.82,,,,,0,,,,0,7:33,66.59,464.04,433.79,11/5/2016,3:44,81.97,4.02,1,361.35,360.1,0,901.21,989.9,11/6/16,10:08,189.42,1,32.83,595.49,818.81,0,751.59,417.53,11/6/2016,3:24,210.53,9.01,1,647.14,329.85,0,2458.04,1110.96,11/7/16,9:28,209.04,0,0,2199.35,882.36,0,755.53,979.59,11/7/16,3:33,261.67,10.79,1,575.56,869.68,0,811.1,807.14,11/8/16,9:14,520.13,57.96,1,152.99,507.52,0,935.29,559.03,11/8/16,3:20,742.6,40.46,1,509.09,436.05,0,2006.62,1048.24,11/9/16,9:02,1310.53,146.42,1,998.68,826.62,0,2397.63,2124.34,11/9/16,2:55,1416.32,65.96,1,2097.07,2022.43,0,3186.34,3266.22,11/10/16,9:01,1386.63,15.29,1,2947.98,3038.3,0,2785.35,3123.5,11/10/16,2:17,1393.54,0,0,2640.49,3018.36,0,5951.93,3500.26,11/11/16,9:04,3190.84,530.8,1,3240.8,3221.24,0,8947.2,11181.85,11/12/16,8:59,7194.69,2652.68,1,1667.17,10682.63,0,8821.76,9429.86,11/13/16,8:51,10221.77,3761.29,1,1132.11,8988.15,0,15177.4,8352.7,11/14/16,8:36,10291.82,,,,7795.81,,,10.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,control,30,C,11/2/16,,,0,,11/5/16,3,,,,1,11/7/2016,T4,11/10/16,T11,11/13/16,T14,7986.74,,,,,0,,,,0,7:34,40.55,648.71,433.79,11/5/2016,4:05,39.69,0,0,557.14,360.1,0,882.77,989.9,11/6/16,9:59,107.07,1,28.82,567.09,818.81,0,752.36,417.53,11/6/2016,3:11,150.58,10.31,1,601.12,329.85,0,2628.3,1110.96,11/7/16,9:26,145.09,6.54,1,2320.58,882.36,0,1361.08,979.59,11/7/16,3:26,237.29,21,1,1096.03,869.68,0,795.88,807.14,11/8/16,9:19,414.71,66.59,1,186.36,507.52,0,897.62,559.03,11/8/16,3:24,520.7,36.22,1,581.44,436.05,0,1604.82,1048.24,11/9/16,9:01,1069.43,191.96,1,586.45,826.62,0,1805.87,2124.34,11/9/16,3:10,1193.34,84.64,1,1479.89,2022.43,0,3420.41,3266.22,11/10/16,8:55,1169.66,3.11,1,3192.03,3038.3,0,1994.35,3123.5,11/10/16,2:24,1276.33,0,0,1758.13,3018.36,0,4048.01,3500.26,11/11/16,8:54,3152.96,526.23,1,1035.78,3221.24,0,11815.3,11181.85,11/12/16,9:07,7374.69,3656.67,1,2976.92,10682.63,0,11920.24,9429.86,11/13/16,8:51,7986.74,,1,,8988.15,0,,8352.7,11/14/16,,,,,,7795.81,,,10.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
